GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
66	rs142920272	17	44364649	rs2696497	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling fed-up	374,971 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2696497-T	rs2696497	0	2696497	intron_variant	0	0.21384	2E-15	14.698970004336019		7.92	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44368212	rs2957297	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2957297-?	rs2957297	0	2957297	intron_variant	0	NR	2E-7	6.698970004336019		5.231	z-score decrease	Affymetrix, Illumina [at least 2500000] (imputed)	N
66	rs142920272	17	44762589	rs77819282	2019-01-14	30367059	Teumer A	2018-10-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30367059	Genome-wide analyses identify a role for SLC17A4 and AADAT in thyroid hormone regulation.	Thyroid stimulating hormone levels	54,288 European ancestry individuals	up to 22,383 European ancestry individuals	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs77819282-A	rs77819282	1	199461	intron_variant	0	0.24	4E-10	9.397940008672037		0.043	[0.029-0.057] unit increase	Affymetrix, Illumina [8048941] (imputed)	N
66	rs142920272	17	44764775	rs199460	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199460-?	rs199460	0	199460	intron_variant	0	NR	5E-8	7.301029995663981		5.447	z-score increase	Affymetrix, Illumina [at least 2500000] (imputed)	N
66	rs142920272	17	44773783	rs199441	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	17q21.31	intergenic	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199441-A	rs199441	0	199441	intron_variant	0	0.21750000000000003	3E-20	19.522878745280337		9.219	z score increase	Illumina [18485882] (imputed)	N
66	rs142920272	17	44773783	rs199441	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199441-A	rs199441	0	199441	intron_variant	0	0.217502	6E-18	17.221848749616356		8.63	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44773783	rs199441	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling hurt	372,047 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199441-A	rs199441	0	199441	intron_variant	0	0.217502	4E-24	23.397940008672037		10.14	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44773783	rs199441	2019-02-01	30573740	Yap CX	2018-12-20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30573740	Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.	Male-pattern baldness	205,327 European ancestry males	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199441-A	rs199441	0	199441	intron_variant	0	0.215491	1E-181	181.0		0.109361	[0.1-0.12] unit decrease	NR [19129689] (imputed)	N
66	rs142920272	17	44787312	rs1378358	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling miserable	376,097 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs1378358-T	rs1378358	0	1378358	intron_variant	0	0.206287	2E-11	10.698970004336019		6.69	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44787312	rs1378358	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling worry	372,869 European ancestry individuals	NA	17q21.31	GOSR2	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs1378358-T	rs1378358	0	1378358	intron_variant	0	0.206287	2E-8	7.698970004336019		5.619	unit increase	NR [10847151] (imputed)	N
66	rs142920272	17	44787312	rs1378358	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs1378358-T	rs1378358	0	1378358	intron_variant	0	0.206287	2E-27	26.69897000433602		10.86	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44787312	rs1378358	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs1378358-T	rs1378358	0	1378358	intron_variant	0	0.217292507620124	2E-18	17.69897000433602		0.019632332	[0.015-0.024] unit increase	NR [NR]	N
66	rs142920272	17	44787313	rs538628	2018-12-03	28196072	Hagenaars SP	2017-02-14	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28196072	Genetic prediction of male pattern baldness.	Male-pattern baldness	52,874 British ancestry males		17q21.31	ARL17A, LRRC37A2, NSF, WNT3	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs538628-C	rs538628	0	538628	intron_variant	0	NR	4E-27	26.397940008672037		0.0800835	NR unit decrease	NR [NR] (imputed)	N
66	rs142920272	17	44787313	rs538628	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling nervous	373,121 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs538628-C	rs538628	0	538628	intron_variant	0	0.206782	9E-13	12.045757490560675		7.14	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44788310	rs183211	2011-09-14	21812969	Liu X	2011-08-03	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21812969	Genome-wide association study identifies candidate genes for Parkinson's disease in an Ashkenazi Jewish population.	Parkinson's disease	268 Ashkenazi Jewish cases, 178 Ashkenazi Jewish controls	1,782 European ancestry cases, 1,658 European ancestry controls	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs183211-T	rs183211	0	183211	intron_variant	0	0.24	3E-7	6.522878745280337				Illumina [525124]	N
66	rs142920272	17	44788310	rs183211	2013-08-02	23544013	Couch FJ	2013-03-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23544013	Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	Ovarian cancer in BRCA1 mutation carriers	683 European ancestry cases, 2,044 European ancestry controls	1,706 European ancestry cases, 10,258 European ancestry controls	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs183211-?	rs183211	0	183211	intron_variant	0	NR	3E-8	7.522878745280337				Illumina [2568349] (imputed)	N
66	rs142920272	17	44788310	rs183211	2013-08-02	23544013	Couch FJ	2013-03-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23544013	Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	Ovarian cancer in BRCA1 mutation carriers	683 European ancestry cases, 2,044 European ancestry controls	1,706 European ancestry cases, 10,258 European ancestry controls	17q21.31	intergenic	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs183211-A	rs183211	0	183211	intron_variant	0	0.23	3E-8	7.522878745280337		1.25	[1.16-1.35]	Illumina [2568349] (imputed)	N
66	rs142920272	17	44788310	rs183211	2015-12-18	25581431	Kuchenbaecker KB	2015-01-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25581431	Identification of six new susceptibility loci for invasive epithelial ovarian cancer.	Epithelial ovarian cancer	4,368 European ancestry cases, 9,123 European ancestry controls,	2,462 European ancestry BRCA1 mutation carrier cases, 12,790 European ancestry BRCA1 mutation carrier controls, up to 631 European ancestry BRCA2 mutation carrier cases, 7,580 European ancestry BRCA2 mutation carrier controls, 9,627 European ancestry serous cases, 1,442 European ancestry non-serous cases, 21,722 European ancestry controls	17q21.31	PLEKHM1	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs183211-A	rs183211	0	183211	intron_variant	0	0.24	2E-13	12.698970004336019		1.11	[1.07-1.16]	Illumina [up to 10962898] (imputed)	N
66	rs142920272	17	44797919	rs199456	2019-01-28	30535121	Gao XR	2018-12-07	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30535121	Genome-wide association analyses identify 139 loci associated with macular thickness in the UK Biobank cohort.	Macular thickness	59,814 European ancestry individuals	8,609 European ancestry individuals	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199456-?	rs199456	0	199456	intron_variant	0	NR	3E-28	27.522878745280337		0.86	[0.7-1.02] unit decrease	Affymetrix [11100000] (imputed)	N
66	rs142920272	17	44800046	rs7224296	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs7224296-A	rs7224296	0	7224296	intron_variant	0	NR	5E-9	8.301029995663981		0.01891837	[0.013-0.025] unit increase	Affymetrix [NR]	N
66	rs142920272	17	44800046	rs7224296	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Balding type 1	approximately 208,000 European ancestry individuals	NA	17q21.31		NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs7224296-?	rs7224296	0	7224296	intron_variant	0	NR	1E-103	103.0				NR [~ 8900000] (imputed)	N
66	rs142920272	17	44812188	rs199447	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199447-T	rs199447	0	199447	intron_variant	0	NR	2E-26	25.69897000433602		10.659	z score increase	Affymetrix [10847151] (imputed)	N
66	rs142920272	17	44819565	rs199443	2016-09-27	26632684	Dong J	2015-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/26632684	Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	Sense of smell	6,252 European ancestry individuals	NA	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199443-T	rs199443	0	199443	intron_variant	0	0.2	3E-6	5.522878745280337	(Ajusted for ApoE)	0.03	[0.01-0.05] ln(smell score+1) increase	Affymetrix, Illumina [2543887] (imputed)	N
66	rs142920272	17	44819565	rs199443	2016-09-27	26632684	Dong J	2015-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/26632684	Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	Sense of smell	6,252 European ancestry individuals	NA	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199443-T	rs199443	0	199443	intron_variant	0	0.2	4E-6	5.3979400086720375		0.03	[0.01-0.05] ln(smell score+1) increase	Affymetrix, Illumina [2543887] (imputed)	N
66	rs142920272	17	44819565	rs199443	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling fed-up	374,971 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199443-T	rs199443	0	199443	intron_variant	0	0.20675	4E-13	12.397940008672037		7.26	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44826056	rs9896243	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	17q21.31	NR	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs9896243-G	rs9896243	0	9896243	intron_variant	0	NR	2E-11	10.698970004336019		0.01934	[0.014-0.025] unit increase	Affymetrix [10847151] (imputed)	N
66	rs142920272	17	44828931	rs199533	2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	17q21.31	NSF	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199533-C	rs199533	0	199533	synonymous_variant	0	0.83	1E-14	14.0		1.28	[NR]	Illumina [463185]	N
66	rs142920272	17	44828931	rs199533	2010-09-22	20711177	Hamza TH	2010-08-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20711177	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.	Parkinson's disease	2,000 European ancestry cases, 1,986 European ancestry controls	Up to 1,447 cases, 1,468 controls	17q21.31	MAPT	NSF, NSF, NSF			ENSG00000278174, ENSG00000276262, ENSG00000073969			rs199533-C	rs199533	0	199533	synonymous_variant	0	0.78	1E-6	6.0		1.35	[1.19-1.52]	Illumina [811597]	N
66	rs142920272	17	44836302	rs9912530	2018-10-17	29785010	Khawaja AP	2018-05-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29785010	Genome-wide analyses identify 68 new loci associated with intraocular pressure and improve risk prediction for primary open-angle glaucoma.	Intraocular pressure	139,555 European ancestry individuals	NA	17q21.31	WNT3	NSF - WNT3	ENSG00000073969	ENSG00000277641		1472	3570	rs9912530-T	rs9912530	0	9912530	regulatory_region_variant	1	0.272	2E-10	9.698970004336019		0.091	[0.064-0.118] unit increase	Affymetrix, Illumina [NR] (imputed)	N
66	rs142920272	17	44837217	rs199529	2018-10-10	30054594	MacGregor S	2018-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30054594	Genome-wide association study of intraocular pressure uncovers new pathways to glaucoma.	Intraocular pressure	133,492 European ancestry individuals	NA	17q21.31	NSF	NSF - WNT3	ENSG00000073969	ENSG00000277641		2387	2655	rs199529-?	rs199529	0	199529	intergenic_variant	1	NR	4E-8	7.3979400086720375		0.083	[0.053-0.113] unit decrease	Affymetrix, Illumina [up to 40000000] (imputed)	N
66	rs142920272	17	44837217	rs199529	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	17q21.31	NSF	NSF - WNT3	ENSG00000073969	ENSG00000277641		2387	2655	rs199529-A	rs199529	0	199529	intergenic_variant	1	NR	3E-16	15.522878745280337		0.014192	[0.011-0.018] unit increase	Affymetrix [18485882] (imputed)	N
66	rs142920272	17	44847834	rs199525	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FEV1)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		17q21.31	WNT3	WNT3, WNT3			ENSG00000108379, ENSG00000277641			rs199525-T	rs199525	0	199525	intron_variant	0	0.79	2E-8	7.698970004336019	(EA)	19.16	[12.46-25.86] unit increase	Affymetrix, Illumina [10900000] (imputed)	N
66	rs142920272	17	44847834	rs199525	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FEV1)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		17q21.31	WNT3	WNT3, WNT3			ENSG00000108379, ENSG00000277641			rs199525-T	rs199525	0	199525	intron_variant	0	0.8	1E-9	9.0		18.85	[12.81-24.89] ml increase	Affymetrix, Illumina [10900000] (imputed)	N
66	rs142920272	17	44847834	rs199525	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		17q21.31	WNT3	WNT3, WNT3			ENSG00000108379, ENSG00000277641			rs199525-T	rs199525	0	199525	intron_variant	0	0.79	3E-7	6.522878745280337	(EA)	20.03	[12.41-27.65] unit increase	Affymetrix, Illumina [10900000] (imputed)	N
66	rs142920272	17	44847834	rs199525	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		17q21.31	WNT3	WNT3, WNT3			ENSG00000108379, ENSG00000277641			rs199525-T	rs199525	0	199525	intron_variant	0	0.8	8E-9	8.096910013008056		20.32	[13.42-27.22] ml increase	Affymetrix, Illumina [10900000] (imputed)	N
66	rs142920272	17	44847834	rs199525	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling guilty	373,380 European ancestry individuals	NA	17q21.31	GOSR2	WNT3, WNT3			ENSG00000108379, ENSG00000277641			rs199525-T	rs199525	0	199525	intron_variant	0	0.207235	4E-8	7.3979400086720375		5.51	z score decrease	NR [10847151] (imputed)	N
